timestamp,temperature,moisture,CO2,TVOC,aeration_score,chi_score
2025-02-14 10:52:36,20.4,0.4,-1.0,-1.0,-1,0.06
2025-02-14 10:52:41,20.39,0.39,403.0,0.0,0.45,0.09
2025-02-14 10:52:46,20.36,0.4,413.0,64.5,0.54,0.11
2025-02-14 10:52:53,20.39,0.4,413.5,1.5,0.46,0.09
2025-02-14 10:52:56,20.36,0.41,407.33,0.33,0.45,0.09
2025-02-14 10:53:02,20.36,0.38,434.0,5.0,0.47,0.09
2025-02-14 10:53:06,20.34,0.48,419.0,2.5,0.46,0.09
2025-02-14 10:53:11,20.34,0.38,-1.0,-1.0,-1,0.06
2025-02-14 10:53:16,20.33,0.35,426.0,3.67,0.46,0.09
2025-02-14 10:53:21,20.33,0.37,417.0,2.0,0.46,0.09
2025-02-14 10:53:26,20.32,0.41,431.0,4.5,0.47,0.09
2025-02-14 10:53:31,20.33,0.46,427.0,4.0,0.46,0.09
2025-02-14 10:53:36,20.33,0.4,434.0,5.0,0.47,0.09
2025-02-14 10:53:41,20.32,0.44,424.0,3.0,0.46,0.09
2025-02-14 10:53:47,20.31,0.33,417.0,2.0,0.46,0.09
2025-02-14 10:53:51,20.32,0.47,412.33,1.33,0.45,0.09
2025-02-14 10:53:56,20.33,0.48,416.0,2.0,0.46,0.09
2025-02-14 10:54:01,20.32,0.49,424.0,3.0,0.46,0.09
2025-02-14 10:54:06,20.31,0.38,416.67,45.0,0.51,0.1
2025-02-14 10:54:11,20.31,0.37,419.0,2.67,0.46,0.09
2025-02-14 10:54:17,20.32,0.39,415.5,2.0,0.46,0.09
2025-02-14 10:54:21,20.31,0.46,417.0,2.0,0.46,0.09
2025-02-14 10:54:26,20.31,0.44,430.5,4.5,0.47,0.09
2025-02-14 10:54:31,20.33,0.38,417.67,45.0,0.51,0.1
2025-02-14 10:54:36,20.33,0.49,421.5,3.0,0.46,0.09
2025-02-14 10:54:41,20.31,0.41,432.5,4.5,0.47,0.09
2025-02-14 10:54:46,20.31,0.42,421.0,3.0,0.46,0.09
2025-02-14 10:54:51,20.32,0.44,442.33,6.0,0.47,0.09
2025-02-14 10:54:57,20.32,0.54,457.0,8.0,0.48,0.1
2025-02-14 10:55:01,20.29,0.44,451.5,7.5,0.48,0.1
2025-02-14 10:55:06,20.31,0.44,464.33,9.33,0.49,0.1
2025-02-14 10:55:11,20.3,0.46,450.5,71.0,0.56,0.11
2025-02-14 10:55:16,20.28,0.44,467.0,74.0,0.58,0.12
2025-02-14 10:55:21,20.28,0.47,466.5,73.5,0.57,0.11
2025-02-14 10:55:26,20.28,0.48,465.0,73.5,0.57,0.11
2025-02-14 10:55:31,20.27,0.51,458.5,8.5,0.48,0.1
2025-02-14 10:55:36,20.28,0.46,471.33,10.67,0.49,0.1
2025-02-14 10:55:41,20.26,0.45,472.33,10.67,0.49,0.1
2025-02-14 10:55:47,20.24,0.45,472.33,10.67,0.49,0.1
2025-02-14 10:55:51,20.26,0.49,462.33,9.0,0.49,0.1
2025-02-14 10:55:56,20.25,0.54,459.0,8.5,0.48,0.1
2025-02-14 10:56:01,20.26,0.48,468.5,10.0,0.49,0.1
2025-02-14 10:56:06,20.27,0.43,461.0,9.0,0.48,0.1
2025-02-14 10:56:11,20.26,0.49,433.5,4.5,0.47,0.09
2025-02-14 10:56:16,20.29,0.52,435.0,5.0,0.47,0.09
2025-02-14 10:56:21,20.28,0.48,431.0,4.33,0.47,0.09
2025-02-14 10:56:26,20.31,0.48,429.5,4.0,0.47,0.09
2025-02-14 10:56:31,20.28,0.47,426.0,3.33,0.46,0.09
2025-02-14 10:56:36,20.3,0.45,428.67,4.0,0.46,0.09
2025-02-14 10:56:41,20.31,0.42,431.67,47.33,0.52,0.1
2025-02-14 10:56:46,20.28,0.44,436.67,5.0,0.47,0.09
2025-02-14 10:56:51,20.3,0.46,425.0,3.5,0.46,0.09
2025-02-14 10:56:56,20.31,0.43,427.0,4.0,0.46,0.09
2025-02-14 10:57:01,20.31,0.43,427.0,4.0,0.46,0.09
2025-02-14 10:57:06,20.32,0.44,422.0,3.0,0.46,0.09
2025-02-14 10:57:11,20.32,0.45,434.0,5.0,0.47,0.09
2025-02-14 10:57:16,20.33,0.42,434.0,69.0,0.55,0.11
2025-02-14 10:57:21,20.31,0.43,427.5,4.0,0.46,0.09
2025-02-14 10:57:26,20.33,0.41,-1.0,-1.0,-1,0.06
2025-02-14 10:57:31,20.3,0.38,430.33,4.33,0.47,0.09
2025-02-14 10:57:36,20.33,0.42,422.67,2.67,0.46,0.09
2025-02-14 10:57:41,20.33,0.4,415.0,2.0,0.46,0.09
2025-02-14 10:57:46,20.32,0.39,423.0,3.0,0.46,0.09
2025-02-14 10:57:51,20.33,0.48,415.0,2.0,0.46,0.09
2025-02-14 10:57:56,20.33,0.39,420.33,3.0,0.46,0.09
2025-02-14 10:58:01,20.32,0.4,409.0,1.0,0.45,0.09
2025-02-14 10:58:06,20.33,0.41,428.67,89.33,0.58,0.12
2025-02-14 10:58:11,20.36,0.4,430.0,46.67,0.52,0.1
2025-02-14 10:58:16,20.33,0.4,438.0,5.0,0.47,0.09
2025-02-14 10:58:21,20.33,0.38,442.0,6.0,0.47,0.09
2025-02-14 10:58:26,20.31,0.42,429.5,4.0,0.47,0.09
2025-02-14 10:58:31,20.32,0.38,436.33,5.0,0.47,0.09
2025-02-14 10:58:36,20.31,0.41,433.5,4.5,0.47,0.09
2025-02-14 10:58:41,20.3,0.44,437.0,5.0,0.47,0.09
2025-02-14 10:58:46,20.32,0.41,437.0,5.0,0.47,0.09
2025-02-14 10:58:51,20.33,0.41,438.0,5.33,0.47,0.09
2025-02-14 10:58:56,20.32,0.43,435.67,90.33,0.59,0.12
2025-02-14 10:59:01,20.32,0.43,-1.0,-1.0,-1,0.06
2025-02-14 10:59:06,20.33,0.41,444.0,6.0,0.47,0.09
2025-02-14 10:59:11,20.32,0.41,445.5,6.5,0.47,0.09
2025-02-14 10:59:16,20.33,0.42,442.67,6.0,0.47,0.09
2025-02-14 10:59:21,20.31,0.41,439.33,48.0,0.53,0.11
2025-02-14 10:59:26,20.32,0.39,430.5,4.5,0.47,0.09
2025-02-14 10:59:31,20.34,0.44,434.0,47.67,0.52,0.1
2025-02-14 10:59:36,20.33,0.39,430.5,4.5,0.47,0.09
2025-02-14 10:59:41,20.34,0.41,442.0,6.0,0.47,0.09
2025-02-14 10:59:46,20.32,0.41,434.5,5.0,0.47,0.09
2025-02-14 10:59:51,20.33,0.38,442.0,6.0,0.47,0.09
2025-02-14 10:59:56,20.31,0.39,436.67,47.67,0.53,0.11
2025-02-14 11:00:01,20.32,0.41,438.0,5.0,0.47,0.09
2025-02-14 11:00:06,20.33,0.43,438.0,5.0,0.47,0.09
2025-02-14 11:00:11,20.3,0.43,434.0,5.0,0.47,0.09
2025-02-14 11:00:16,20.32,0.44,427.33,4.0,0.46,0.09
2025-02-14 11:00:21,20.32,0.42,424.0,67.5,0.55,0.11
2025-02-14 11:00:26,20.33,0.42,422.67,3.33,0.46,0.09
2025-02-14 11:00:31,20.33,0.4,414.0,2.0,0.46,0.09
2025-02-14 11:00:36,20.37,0.39,431.0,46.67,0.52,0.1
2025-02-14 11:00:41,20.36,0.41,442.0,6.0,0.47,0.09
2025-02-14 11:00:46,20.36,0.38,438.0,5.33,0.47,0.09
2025-02-14 11:00:51,20.35,0.42,433.5,4.5,0.47,0.09
2025-02-14 11:00:56,20.36,0.41,438.0,5.0,0.47,0.09
2025-02-14 11:01:01,20.37,0.4,442.0,6.0,0.47,0.09
2025-02-14 11:01:06,20.34,0.38,431.0,4.33,0.47,0.09
2025-02-14 11:01:11,20.36,0.38,436.33,5.0,0.47,0.09
2025-02-14 11:01:16,20.41,0.44,443.0,6.0,0.47,0.09
2025-02-14 11:01:21,20.41,0.41,435.0,69.0,0.55,0.11
2025-02-14 11:01:26,20.43,0.39,440.5,6.0,0.47,0.09
2025-02-14 11:01:31,20.44,0.39,453.33,7.67,0.48,0.1
2025-02-14 11:01:36,20.43,0.35,444.0,6.0,0.47,0.09
2025-02-14 11:01:41,20.45,0.36,458.5,8.5,0.48,0.1
2025-02-14 11:01:46,20.45,0.41,468.67,10.0,0.49,0.1
2025-02-14 11:01:51,20.41,0.39,466.67,9.67,0.49,0.1
2025-02-14 11:01:56,20.41,0.39,470.0,74.0,0.58,0.12
2025-02-14 11:02:01,20.43,0.4,461.0,8.67,0.48,0.1
2025-02-14 11:02:06,20.43,0.38,463.0,9.0,0.49,0.1
2025-02-14 11:02:11,20.42,0.44,450.33,49.67,0.53,0.11
2025-02-14 11:02:16,20.43,0.39,458.5,72.5,0.57,0.11
2025-02-14 11:02:21,20.45,0.34,459.0,8.5,0.48,0.1
2025-02-14 11:02:26,20.46,0.38,463.0,9.0,0.49,0.1
2025-02-14 11:02:31,20.48,0.37,463.0,9.0,0.49,0.1
